position,institution,ubication,num_conv,n_vac,wage,begin_date,end_date,id_uuid
TECNICO/A EN LABORATORIO,GERENCIA REGIONAL DE SALUD DEL GOBIERNO REGIONAL DE AREQUIPA,AREQUIPA - COCACHACRA,276-02,1,"S/. 2,755.00",16/10/2024,29/10/2024,a30b786d-7064-489c-9520-114863a66ac7
ESPECIALISTA ADMINISTRATIVO I,GERENCIA REGIONAL DE SALUD DEL GOBIERNO REGIONAL DE AREQUIPA,AREQUIPA - MOLLENDO,276-02,1,"S/. 1,064.50",16/10/2024,29/10/2024,fed8dbb3-3e57-43d9-89b5-ad432392bbbb
BIOLOGO/A I,GERENCIA REGIONAL DE SALUD DEL GOBIERNO REGIONAL DE AREQUIPA,AREQUIPA - AREQUIPA,276-02,1,"S/. 5,300.00",16/10/2024,29/10/2024,743cfd62-b87f-4a1b-9887-8391df9c470d
CONTADOR/A II,GERENCIA REGIONAL DE SALUD DEL GOBIERNO REGIONAL DE AREQUIPA,AREQUIPA - AREQUIPA,276-02,1,"S/. 1,064.50",16/10/2024,29/10/2024,217819d8-084b-4fd6-96ee-7ff184a77abf
ESPECIALISTA EN ESTADISTICA II,GERENCIA REGIONAL DE SALUD DEL GOBIERNO REGIONAL DE AREQUIPA,AREQUIPA - AREQUIPA,276-02,1,"S/. 1,064.50",16/10/2024,29/10/2024,0b7f7687-c41a-4484-8362-2927456445d7
ESPECIALISTA EN SALUD AMBIENTAL I,GERENCIA REGIONAL DE SALUD DEL GOBIERNO REGIONAL DE AREQUIPA,AREQUIPA - AREQUIPA,276-02,1,"S/. 1,064.50",16/10/2024,29/10/2024,dbaf4e9e-89f7-4ba8-941b-77b8d660b898
ESPECIALISTA EN SALUD AMBIENTAL I,GERENCIA REGIONAL DE SALUD DEL GOBIERNO REGIONAL DE AREQUIPA,AREQUIPA - AREQUIPA,276-02,1,"S/. 1,064.50",16/10/2024,29/10/2024,ec774d82-751f-48ab-bc01-6752843c76e8
MEDICO CIRUJANO,GERENCIA REGIONAL DE SALUD DEL GOBIERNO REGIONAL DE AREQUIPA,AREQUIPA - AREQUIPA,276-02,1,"S/. 6,624.00",16/10/2024,29/10/2024,8d03bd38-6d58-45d7-8ab3-0eb2bfe17778
MEDICO CIRUJANO,GERENCIA REGIONAL DE SALUD DEL GOBIERNO REGIONAL DE AREQUIPA,AREQUIPA - AREQUIPA,276-02,3,"S/. 6,624.00",16/10/2024,29/10/2024,68e805ca-2e33-4928-9f3b-472b29e4dd85
MEDICO VETERINARIO,GERENCIA REGIONAL DE SALUD DEL GOBIERNO REGIONAL DE AREQUIPA,AREQUIPA - AREQUIPA,276-02,1,"S/. 5,300.00",16/10/2024,29/10/2024,bbaadf43-65bd-41df-bba0-163cc61b864e
QUIMICO,GERENCIA REGIONAL DE SALUD DEL GOBIERNO REGIONAL DE AREQUIPA,AREQUIPA - AREQUIPA,276-02,1,"S/. 5,300.00",16/10/2024,29/10/2024,ff501036-3a2a-4306-807d-19f9d05d69c6
QUIMICO FARMACEUTICO,GERENCIA REGIONAL DE SALUD DEL GOBIERNO REGIONAL DE AREQUIPA,AREQUIPA - AREQUIPA,276-02,2,"S/. 5,300.00",16/10/2024,29/10/2024,d1fe7cfc-38ac-4ba3-9f6b-72103eb80f06
SECRETARIA I,GERENCIA REGIONAL DE SALUD DEL GOBIERNO REGIONAL DE AREQUIPA,AREQUIPA - AREQUIPA,276-02,1,"S/. 1,017.50",16/10/2024,29/10/2024,5fc0a514-c8d1-48f4-bd74-bff969ecee37
SECRETARIA II,GERENCIA REGIONAL DE SALUD DEL GOBIERNO REGIONAL DE AREQUIPA,AREQUIPA - AREQUIPA,276-02,1,"S/. 1,017.50",16/10/2024,29/10/2024,dbc5edc7-a56d-4095-9994-652699a81927
SECRETARIA II,GERENCIA REGIONAL DE SALUD DEL GOBIERNO REGIONAL DE AREQUIPA,AREQUIPA - AREQUIPA,276-02,1,"S/. 1,017.50",16/10/2024,29/10/2024,c7e014db-e55a-4242-9402-610f04b0ca27
TECNICO ADMINISTRATIVO I,GERENCIA REGIONAL DE SALUD DEL GOBIERNO REGIONAL DE AREQUIPA,AREQUIPA - AREQUIPA,276-02,2,"S/. 1,017.50",16/10/2024,29/10/2024,02f9859a-df58-46f9-8ee8-c8a48566806c
TECNICO EN ESTADISTICA,GERENCIA REGIONAL DE SALUD DEL GOBIERNO REGIONAL DE AREQUIPA,AREQUIPA - AREQUIPA,276-02,1,"S/. 1,017.50",16/10/2024,29/10/2024,214de85b-7d41-4306-be1a-7e9535471ff9
TECNICO EN LABORATORIO I,GERENCIA REGIONAL DE SALUD DEL GOBIERNO REGIONAL DE AREQUIPA,AREQUIPA - AREQUIPA,276-02,1,"S/. 2,755.00",16/10/2024,29/10/2024,cf283b27-8af6-4e15-ac14-e27579df3ee6
TÉCNICO ADMINISTRATIVO III,GERENCIA REGIONAL DE SALUD DEL GOBIERNO REGIONAL DE AREQUIPA,AREQUIPA - AREQUIPA,276-02,1,"S/. 1,017.50",15/10/2024,28/10/2024,e801fe62-c608-4b33-9604-3ee032496ef2
TECNICO ADMINISTRATIVO II,GERENCIA REGIONAL DE SALUD DEL GOBIERNO REGIONAL DE AREQUIPA,AREQUIPA - AREQUIPA,276-02,2,"S/. 1,017.50",15/10/2024,28/10/2024,2d410ced-8ff4-430d-8ae8-8f2427a09e76
TECNICO ADMINISTRATIVO II,GERENCIA REGIONAL DE SALUD DEL GOBIERNO REGIONAL DE AREQUIPA,AREQUIPA - AREQUIPA,276-02,1,"S/. 1,017.50",15/10/2024,28/10/2024,6632d158-5619-4cd5-9c64-ccab25f0a280
TECNICO ADMINISTRATIVO I,GERENCIA REGIONAL DE SALUD DEL GOBIERNO REGIONAL DE AREQUIPA,AREQUIPA - AREQUIPA,276-02,1,"S/. 1,017.50",15/10/2024,28/10/2024,f9d4eaa2-e2c0-450e-b0e2-f3683dbea967
TECNICO ADMINISTRATIVO I,GERENCIA REGIONAL DE SALUD DEL GOBIERNO REGIONAL DE AREQUIPA,AREQUIPA - AREQUIPA,276-02,2,"S/. 1,017.50",15/10/2024,28/10/2024,cb27a236-b9f5-4905-9435-5bb904f0db64
SECRETARIA (01 PLAZA),GERENCIA REGIONAL DE SALUD DEL GOBIERNO REGIONAL DE AREQUIPA,AREQUIPA - AREQUIPA,276-02,1,"S/. 1,017.50",15/10/2024,28/10/2024,a6647705-46cc-4811-9850-8423516c7071
SECRETARIA,GERENCIA REGIONAL DE SALUD DEL GOBIERNO REGIONAL DE AREQUIPA,AREQUIPA - AREQUIPA,276-02,1,"S/. 1,017.50",15/10/2024,28/10/2024,a9e52286-044f-488d-a972-90368bb5cd7b
RELACIONISTA PUBLICO,GERENCIA REGIONAL DE SALUD DEL GOBIERNO REGIONAL DE AREQUIPA,AREQUIPA - AREQUIPA,276-02,1,"S/. 1,064.50",15/10/2024,28/10/2024,6da48deb-b68d-4e4f-831c-5b3ca2daa336
ODONTOLOGO,GERENCIA REGIONAL DE SALUD DEL GOBIERNO REGIONAL DE AREQUIPA,AREQUIPA - AREQUIPA,276-02,1,"S/. 5,300.00",15/10/2024,28/10/2024,8f8e4b4b-90aa-4ed9-9a9c-17b65c35f8a6
ESPECIALISTA ADMINISTRATIVO III,GERENCIA REGIONAL DE SALUD DEL GOBIERNO REGIONAL DE AREQUIPA,AREQUIPA - AREQUIPA,276-02,1,"S/. 1,064.50",15/10/2024,28/10/2024,9371b409-915d-4ef4-9088-5612edef358f
ESPECIALISTA ADMINISTRATIVO II,GERENCIA REGIONAL DE SALUD DEL GOBIERNO REGIONAL DE AREQUIPA,AREQUIPA - AREQUIPA,276-02,2,"S/. 1,064.50",15/10/2024,28/10/2024,31718626-405d-4a69-a9db-92942c3b0320
ESPECIALISTA ADMINISTRATIVO II,GERENCIA REGIONAL DE SALUD DEL GOBIERNO REGIONAL DE AREQUIPA,AREQUIPA - AREQUIPA,276-02,1,"S/. 1,064.50",15/10/2024,28/10/2024,3f928f5d-6596-4f9a-9349-543393fde92e
ASISTENTE ADMINISTRATIVO I,GERENCIA REGIONAL DE SALUD DEL GOBIERNO REGIONAL DE AREQUIPA,AREQUIPA - AREQUIPA,276-02,1,"S/. 1,064.50",15/10/2024,28/10/2024,b0630f97-ab26-4c4c-936a-0c62b066f1d3
ASISTENTE ADMINISTRATIVO I,GERENCIA REGIONAL DE SALUD DEL GOBIERNO REGIONAL DE AREQUIPA,AREQUIPA - AREQUIPA,276-02,1,"S/. 1,064.50",15/10/2024,28/10/2024,5353225f-32f5-40dc-a891-fa4d06269908
ASISTENTE ADMINISTRATIVO I,GERENCIA REGIONAL DE SALUD DEL GOBIERNO REGIONAL DE AREQUIPA,AREQUIPA - AREQUIPA,276-02,1,"S/. 1,064.50",15/10/2024,28/10/2024,4d0c1197-2179-40a8-bda9-67059ccebe6e
UN (01) VIGILANTE,GERENCIA REGIONAL TRANSPORTES Y COMUNICACIONES,AREQUIPA - PAUCARPATA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-008,1,"S/. 1,614.19",15/10/2024,28/10/2024,6ab131b6-0d19-4282-a738-80ee9dc56486
PERSONAL DE ATENCION PERMANENTE (02),C.N.DE INTEGR.D.L.PERS.CON DISC.-CONADIS,AREQUIPA - SOCABAYA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-051,2,"S/. 2,000.00",15/10/2024,28/10/2024,f6bef967-d951-421d-a614-39b4e5c74fc0
ESPECIALISTA EN ASISTENCIA TECNICA LOCAL EN AREQUIPA,"CENTRO NACIONAL DE ESTIMACION, PREVENCION Y REDUCCION DEL RIESGO DE DESASTRES (CENEPRED)",AREQUIPA - CAMANA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-095,1,"S/. 8,000.00",15/10/2024,28/10/2024,b1880fe7-79d3-4343-8176-b0b551ba459e
ESPECIALISTA EN TURISMO - AUTOCOLCA,MUNICIPALIDAD PROVINCIAL DE CAYLLOMA,AREQUIPA - CHIVAY,728-005,1,"S/. 2,050.00",15/10/2024,28/10/2024,4392e247-b209-4ece-a32a-e9060bade2ab
ANALISTAEN CONTRATACIONES - AUTOCOLCA,MUNICIPALIDAD PROVINCIAL DE CAYLLOMA,AREQUIPA - CHIVAY,728-005,1,"S/. 1,850.00",15/10/2024,28/10/2024,852f4ba4-921c-44cf-b8a8-06f6dcd1257d
CONVOCATORIA PARA LA CONTRATACIÓN ADMINISTRATIVA DE SERVICIO CAS (NECESIDAD  TRANSITORIA) DE UN/A (01) ABOGADO/A PARA CEM COMISARÍA CAMPO MARTE - AREQUIPA,PROGR NAC PARA LA PREVENC Y ERRADIC DE LA VIOLENCIA CONTRA LAS MUJERES E INTEG DEL GRUP FAM-AURORA,AREQUIPA - PAUCARPATA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-505,1,"S/. 3,000.00",14/10/2024,25/10/2024,c31b290c-cc3d-44a3-827f-7bb1cd400cf2
OPERADOR DE ÁREAS VERDES,MUNICIPALIDAD DISTRITAL DE YURA,AREQUIPA - YURA,728-3,2,"S/. 1,200.00",14/10/2024,25/10/2024,e3a41274-73e0-4a82-b4dc-853715bb8390
OPERADOR DE RESIDUOS SÓLIDOS,MUNICIPALIDAD DISTRITAL DE YURA,AREQUIPA - YURA,728-4,3,"S/. 1,200.00",14/10/2024,25/10/2024,d13692eb-6a50-4e98-8ec7-18a6d126d95a
CONTROLADOR Y/O CAJERO- AUTOCOLCA,MUNICIPALIDAD PROVINCIAL DE CAYLLOMA,AREQUIPA - CHIVAY,728-005,2,"S/. 1,640.00",14/10/2024,25/10/2024,e6add9e9-ed49-4f24-843e-f3a184dac38f
ANALISTA  DE ADMINISTRACIÓN Y FINANZAS  - AUTOCOLCA,MUNICIPALIDAD PROVINCIAL DE CAYLLOMA,AREQUIPA - CHIVAY,728-005,1,"S/. 1,650.00",14/10/2024,25/10/2024,be299c34-f29b-483c-ac60-ec5f08b19d98
ANALISTA ADMINISTRATIVO DE LA UNIDAD DE TESORERÍA-AUTOCOLCA,MUNICIPALIDAD PROVINCIAL DE CAYLLOMA,AREQUIPA - CHIVAY,728-005,1,"S/. 1,650.00",14/10/2024,25/10/2024,7c2c24ab-d9bf-45be-9a97-c51889e20e2e
ANALISTA ADMINISTRATIVO DE LA UNIDAD DE CONTABILIDAD-AUTOCOLCA,MUNICIPALIDAD PROVINCIAL DE CAYLLOMA,AREQUIPA - CHIVAY,728-005,1,"S/. 1,650.00",14/10/2024,25/10/2024,8c4adc23-8646-42f9-a755-f2aced6e73ed
ANALISTA  PARA LA OFICINA DE PROMOCION TURISTICA - AUTOCOLCA,MUNICIPALIDAD PROVINCIAL DE CAYLLOMA,AREQUIPA - CHIVAY,728-005,1,"S/. 1,650.00",14/10/2024,25/10/2024,382e1544-a0d3-4d94-a65e-a193f65c9532
ANALISTA ADMINISTRATIVO DE RELACIONES PUBLICAS -AUTOCOLCA,MUNICIPALIDAD PROVINCIAL DE CAYLLOMA,AREQUIPA - CHIVAY,728-005,1,"S/. 1,650.00",14/10/2024,25/10/2024,5b3fc4ef-3184-4e48-a4dd-5550e8633152
REGISTRADOR PUBLICO,SUPERINTENDENCIA NACIONAL DE LOS REGISTROS PUBLICOS,AREQUIPA - AREQUIPA,728-002,1,"S/. 6,900.00",11/10/2024,24/10/2024,d7cae81e-8bfa-4240-b624-35360674c586
PERSONAL DE ATENCIÓN PERMANENTE,PROGRAMA INTEGRAL NACIONAL PARA EL BIENESTAR FAMILIAR - INABIF,AREQUIPA - AREQUIPA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-260,7,"S/. 2,000.00",11/10/2024,24/10/2024,106f0237-5688-4870-bf20-0d21291bff91
COORDINADOR (A),PROGRAMA INTEGRAL NACIONAL PARA EL BIENESTAR FAMILIAR - INABIF,AREQUIPA - AREQUIPA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-260,1,"S/. 6,000.00",11/10/2024,24/10/2024,b3e4cade-f9fb-4a40-811b-f40ad19f73e1
TECNICO DE SEGURIDAD CIUDADANA II (OPERADORES Y/O ADJUNTOS),MUNICIPALIDAD DISTRITAL LA JOYA,AREQUIPA - LA JOYA,728-02,2,"S/. 1,400.00",11/10/2024,24/10/2024,35ce6191-1dd6-4d2b-ab44-a9a849c07e65
TECNICO DE SEGURIDAD CIUDADANA I (CONDUCTORES),MUNICIPALIDAD DISTRITAL LA JOYA,AREQUIPA - LA JOYA,728-02,3,"S/. 1,500.00",11/10/2024,24/10/2024,2ba8166e-fe7d-4c24-abcd-e6925f5cb4cf
MEDICO,GOBIERNO REGIONAL DE AREQUIPA- SALUD APLAO,AREQUIPA - APLAO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-007,1,"S/. 5,200.00",11/10/2024,24/10/2024,0e02b90b-4842-436e-b074-e50f06c7da14
OPERADOR DE CAMARA DE VIDEO VIGILANCIA,MUNICIPALIDAD DISTRITAL LA JOYA,AREQUIPA - LA JOYA,728-02,8,"S/. 1,400.00",11/10/2024,24/10/2024,01c94455-d7d3-4870-bcfa-dc2f667ee2da
TRABAJADOR(A) SOCIAL,PROGRAMA INTEGRAL NACIONAL PARA EL BIENESTAR FAMILIAR - INABIF,AREQUIPA - SOCABAYA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-260,1,"S/. 3,500.00",11/10/2024,24/10/2024,d45bff5d-58c1-4b55-bee5-408448183c9b
PERSONAL DE ATENCIÓN PERMANENTE,PROGRAMA INTEGRAL NACIONAL PARA EL BIENESTAR FAMILIAR - INABIF,AREQUIPA - SOCABAYA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-260,5,"S/. 2,000.00",11/10/2024,24/10/2024,8b014014-3a2b-4726-bed7-e38f9743b3db
PERSONAL DE ATENCION PERMANENTE,PROGRAMA INTEGRAL NACIONAL PARA EL BIENESTAR FAMILIAR - INABIF,AREQUIPA - SOCABAYA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-260,1,"S/. 2,000.00",11/10/2024,24/10/2024,5e584c13-a7a0-432b-b89b-130712babe16
COORDINADOR (A) DE INNOVACIÓN Y SOPORTE TECNOLÓGICO,UNIDAD DE GESTION EDUCATIVA LOCAL CARAVELÍ,AREQUIPA - ATICO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-03,3,"S/. 1,464.19",11/10/2024,24/10/2024,375183f5-424e-4558-9a60-ee999d7db51a
SUPERVISOR DE SEGURIDAD CIUDADANA,MUNICIPALIDAD DISTRITAL LA JOYA,AREQUIPA - LA JOYA,728-02,1,"S/. 2,000.00",11/10/2024,24/10/2024,45485092-4399-47d2-a5a2-7fb5ea6e22c6
ESPECIALISTA EN INVESTIGACION DE BIOTECNOLOGIA ANIMAL,INSTITUTO NACIONAL DE INNOVACION AGRARIA,AREQUIPA - JOSE LUIS BUSTAMANTE Y RIVERO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-572,1,"S/. 9,000.00",10/10/2024,23/10/2024,24bb27a7-c408-46e8-9b66-7f7e7d9d34df
ENFERMERA/O,GOBIERNO REGIONAL DE AREQUIPA- SALUD APLAO,AREQUIPA - PUYCA,276-004,1,"S/. 5,300.00",10/10/2024,23/10/2024,bb8a43e9-b7f4-4acf-9ea3-945c1ab31eef
ASISTENTE DE COMUNICACIONES,"ZONA REGISTRAL # XII, SEDE AREQUIPA",AREQUIPA - AREQUIPA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-26,1,"S/. 2,500.00",10/10/2024,23/10/2024,826fe5d7-780d-479e-b602-8367a66a8676
TECNICO/A EN RADIOLOGIA,GOBIERNO REGIONAL DE AREQUIPA- SALUD APLAO,AREQUIPA - APLAO,276-004,1,"S/. 2,755.00",10/10/2024,23/10/2024,0e51e3eb-b607-46b1-8880-90f983738085
TECNICO/A EN ENFERMERIA I,GOBIERNO REGIONAL DE AREQUIPA- SALUD APLAO,AREQUIPA - APLAO,276-004,1,"S/. 2,755.00",10/10/2024,23/10/2024,3859b887-1fca-475b-9f55-705f30d8a98a
TECNICO/A ASISTENCIAL II,GOBIERNO REGIONAL DE AREQUIPA- SALUD APLAO,AREQUIPA - APLAO,276-004,1,"S/. 2,755.00",10/10/2024,23/10/2024,f73b446b-9685-4155-b3d4-f0b5488b077f
PILOTO DE AMBULANCIA,GOBIERNO REGIONAL DE AREQUIPA- SALUD APLAO,AREQUIPA - APLAO,276-004,1,"S/. 2,697.00",10/10/2024,23/10/2024,1f95d654-e307-4b29-b4e5-2d71216750ad
OFICINISTA I,GOBIERNO REGIONAL DE AREQUIPA- SALUD APLAO,AREQUIPA - APLAO,276-004,1,S/. 962.50,10/10/2024,23/10/2024,31fa0bfa-63bf-4734-bc4e-cbcd99d78100
MEDICO,GOBIERNO REGIONAL DE AREQUIPA- SALUD APLAO,AREQUIPA - APLAO,276-004,1,"S/. 6,624.00",10/10/2024,23/10/2024,bdd6d8a6-b1a2-4107-aa3a-e642c482a1d9
ENFERMERA/O ESPECIALISTA,GOBIERNO REGIONAL DE AREQUIPA- SALUD APLAO,AREQUIPA - APLAO,276-004,1,"S/. 5,300.00",10/10/2024,23/10/2024,aba209d3-b97d-4139-8d3a-30b373b7749e
ENFERMERA/O ESPECIALISTA,GOBIERNO REGIONAL DE AREQUIPA- SALUD APLAO,AREQUIPA - APLAO,276-004,1,"S/. 5,300.00",10/10/2024,23/10/2024,78c0fa83-befb-4470-9846-7d9968e8d2cb
ENFERMERA/O,GOBIERNO REGIONAL DE AREQUIPA- SALUD APLAO,AREQUIPA - APLAO,276-004,1,"S/. 5,300.00",10/10/2024,23/10/2024,25bf6fca-23dd-46ca-95de-42ee1f8a2169
ENFERMERA/O,GOBIERNO REGIONAL DE AREQUIPA- SALUD APLAO,AREQUIPA - APLAO,276-004,1,"S/. 5,300.00",10/10/2024,23/10/2024,5d93169e-f3dc-483b-982e-76fc2776864a
BIOLOGO/A,GOBIERNO REGIONAL DE AREQUIPA- SALUD APLAO,AREQUIPA - APLAO,276-004,1,"S/. 5,300.00",10/10/2024,23/10/2024,a18a559e-137b-40f3-be81-f799650a225f
ASISTENTE ADMINISTRATIVO I,GOBIERNO REGIONAL DE AREQUIPA- SALUD APLAO,AREQUIPA - APLAO,276-004,1,"S/. 1,064.50",10/10/2024,23/10/2024,13630dfc-c270-4043-bba0-88d5d3ad9a18
TECNICO/A EN ENFERMERIA I,GOBIERNO REGIONAL DE AREQUIPA- SALUD APLAO,AREQUIPA - ANDAGUA,276-004,1,"S/. 2,755.00",10/10/2024,23/10/2024,abf35994-3cde-43d6-a6b8-57158b935442
ENFERMERA/O,GOBIERNO REGIONAL DE AREQUIPA- SALUD APLAO,AREQUIPA - ANDAGUA,276-004,1,"S/. 5,300.00",10/10/2024,23/10/2024,c0cc439d-7802-40a2-be9e-f892ea64226e
MEDICO,GOBIERNO REGIONAL DE AREQUIPA- SALUD APLAO,AREQUIPA - HUANCARQUI,276-004,1,"S/. 6,624.00",10/10/2024,23/10/2024,5971dda6-6840-432f-9241-124f53bffafb
MEDICO,GOBIERNO REGIONAL DE AREQUIPA- SALUD APLAO,AREQUIPA - MACHAGUAY,276-004,1,"S/. 5,300.00",10/10/2024,23/10/2024,4153dfaa-bcaa-4986-9dca-163e0c752674
OBSTETRA,GOBIERNO REGIONAL DE AREQUIPA- SALUD APLAO,AREQUIPA - ORCOPAMPA,276-004,1,"S/. 5,300.00",10/10/2024,23/10/2024,e861c4f9-a8fd-46ba-91bc-ad8800eec40a
ENFERMERA/O,GOBIERNO REGIONAL DE AREQUIPA- SALUD APLAO,AREQUIPA - ORCOPAMPA,276-004,2,"S/. 5,300.00",10/10/2024,23/10/2024,b6f14629-656f-4611-8ccf-143bde1702af
TECNICO/A EN ENFERMERIA I,GOBIERNO REGIONAL DE AREQUIPA- SALUD APLAO,AREQUIPA - PAMPACOLCA,276-004,1,"S/. 2,755.00",10/10/2024,23/10/2024,31a3bd8e-04dc-4f5f-9e1f-4268fd08049a
MEDICO,GOBIERNO REGIONAL DE AREQUIPA- SALUD APLAO,AREQUIPA - PAMPACOLCA,276-004,1,"S/. 5,300.00",10/10/2024,23/10/2024,991ded47-8ffc-4788-83a4-ff23aa8e6574
ENFERMERA/O,GOBIERNO REGIONAL DE AREQUIPA- SALUD APLAO,AREQUIPA - PAMPACOLCA,276-004,1,"S/. 5,300.00",10/10/2024,23/10/2024,462e9b54-5b9a-4809-9042-6f93804e412e
ENFERMERA/O,GOBIERNO REGIONAL DE AREQUIPA- SALUD APLAO,AREQUIPA - PAMPACOLCA,276-004,1,"S/. 5,300.00",10/10/2024,23/10/2024,3b0a14e4-c019-47b3-9011-cd81cd23f808
ENFERMERA/O,GOBIERNO REGIONAL DE AREQUIPA- SALUD APLAO,AREQUIPA - TIPAN,276-004,1,"S/. 5,300.00",10/10/2024,23/10/2024,36994fe6-9c46-4630-a8ae-8f61f424b42b
MEDICO,GOBIERNO REGIONAL DE AREQUIPA- SALUD APLAO,AREQUIPA - URACA,276-004,2,"S/. 6,624.00",10/10/2024,23/10/2024,59a47de4-f96a-4eb4-9a0b-dd1947ec814b
MEDICO,GOBIERNO REGIONAL DE AREQUIPA- SALUD APLAO,AREQUIPA - VIRACO,276-004,1,"S/. 6,624.00",10/10/2024,23/10/2024,298f5d09-23d4-4007-8bdb-14698f8ed7cb
ENFERMERA/O,GOBIERNO REGIONAL DE AREQUIPA- SALUD APLAO,AREQUIPA - VIRACO,276-004,1,"S/. 5,300.00",10/10/2024,23/10/2024,530aa027-5a7d-4f58-9b49-91ccde82ea4b
TECNICO/A EN LABORATORIO,GOBIERNO REGIONAL DE AREQUIPA- SALUD APLAO,AREQUIPA - CHUQUIBAMBA,276-004,1,"S/. 2,755.00",10/10/2024,23/10/2024,d2211d22-0c21-4845-bbe7-f37104145d40
ENFERMERA/O,GOBIERNO REGIONAL DE AREQUIPA- SALUD APLAO,AREQUIPA - CHUQUIBAMBA,276-004,1,"S/. 5,300.00",10/10/2024,23/10/2024,8e491cfa-3c4e-4a5f-a2a9-611e14de00b1
ENFERMERA/O,GOBIERNO REGIONAL DE AREQUIPA- SALUD APLAO,AREQUIPA - ANDARAY,276-004,1,"S/. 5,300.00",10/10/2024,23/10/2024,9a7985fd-f704-4ee2-b695-645755a43f61
TECNICO/A EN ENFERMERIA I,GOBIERNO REGIONAL DE AREQUIPA- SALUD APLAO,AREQUIPA - CHICHAS,276-004,1,"S/. 2,755.00",10/10/2024,23/10/2024,1add350a-114b-4deb-9ce6-49158ad2f5f5
ASISTENTE ADMINISTRATIVO,MUNICIPALIDAD DISTRITAL DE MEJIA,AREQUIPA - MEJIA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-002,1,"S/. 1,500.00",10/10/2024,23/10/2024,89f1c8bf-5bea-4204-9cb5-bf54cb046529
OBSTETRA,GOBIERNO REGIONAL DE AREQUIPA- SALUD APLAO,AREQUIPA - ALCA,276-004,1,"S/. 5,300.00",10/10/2024,23/10/2024,dd165aa8-06ad-47e4-ba84-8be581c14695
ENFERMERA/O,GOBIERNO REGIONAL DE AREQUIPA- SALUD APLAO,AREQUIPA - CHARCANA,276-004,1,"S/. 5,300.00",10/10/2024,23/10/2024,cc000c5c-2bca-474a-972d-8cdbf63a0131
ENFERMERA/O,GOBIERNO REGIONAL DE AREQUIPA- SALUD APLAO,AREQUIPA - PAMPAMARCA,276-004,1,"S/. 5,300.00",10/10/2024,23/10/2024,5ef4f231-6766-4ddd-bc32-5bd2368f7d13
ENFERMERA/O,GOBIERNO REGIONAL DE AREQUIPA- SALUD APLAO,AREQUIPA - PUYCA,276-004,1,"S/. 5,300.00",10/10/2024,23/10/2024,320de421-519e-4215-96d7-8973beeba75d
AUXILIAR REGISTRAL A - CAS,"ZONA REGISTRAL # XII, SEDE AREQUIPA",AREQUIPA - AREQUIPA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-25,1,"S/. 2,200.00",10/10/2024,23/10/2024,5921d56a-6679-4fc6-a00c-e141c0b05b4a
CAJERO/A,"ZONA REGISTRAL # XII, SEDE AREQUIPA",AREQUIPA - AREQUIPA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-24,1,"S/. 2,200.00",09/10/2024,22/10/2024,10a64315-b305-468c-a65c-9d9a4cff2617
ASISTENTE DE TUTORÍA,PROGRAMA INTEGRAL NACIONAL PARA EL BIENESTAR FAMILIAR - INABIF,AREQUIPA - AREQUIPA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-259,1,"S/. 2,000.00",09/10/2024,22/10/2024,478f6f85-efd1-4083-a3da-7f408a158285
ASISTENTE DE TUTORIA,PROGRAMA INTEGRAL NACIONAL PARA EL BIENESTAR FAMILIAR - INABIF,AREQUIPA - SOCABAYA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-259,1,"S/. 2,000.00",09/10/2024,22/10/2024,af2338f8-bbdb-4871-8d73-3dc2609f205e
PSICOLOGO,PROGRAMA INTEGRAL NACIONAL PARA EL BIENESTAR FAMILIAR - INABIF,AREQUIPA - SOCABAYA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-259,1,"S/. 2,400.00",09/10/2024,22/10/2024,f5348f35-04da-496b-becc-5a4317b3f37e
ASISTENTE DE TUTORÍA,PROGRAMA INTEGRAL NACIONAL PARA EL BIENESTAR FAMILIAR - INABIF,AREQUIPA - SOCABAYA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-259,1,"S/. 2,000.00",09/10/2024,22/10/2024,4e8bf812-f410-41fe-b6c0-5ef643fc2ed8
